id;nazov;kategoria;verdikt;dovod;navrh_nahrady
orzo-salat;Orzo šalát so zeleninou;Cestoviny;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (5 krokov / 591 znakov, 19 % ingrediencií bez množstva);
ovocna-tycinka-domaca;Domáca ovocno-orechová tyčinka;Snack;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (4 krokov / 553 znakov, 0 % ingrediencií bez množstva);
ovocne-zele;Ovocné želé;Dezert;VYHODIT;5 surovín s výskytom najviac 2× v celej DB: 'Hladká tortová múka', 'Plnka jahodová v prášku', 'Jahodový sirup';
ovocny-salat-s-citrusmi-a-matou;Ovocný šalát s citrusmi a mätou;Šalát;VYHODIT;"Slabý postup (3 krokov, 173 znakov; medián DB je 689)";
ovocny-salat-s-jogurtom-a-granolou;Ovocný šalát s jogurtom a granolou;Šalát;VYHODIT;"Duplicita: identický postup aj sada ingrediencií ako ""Ovocný šalát s citrusmi a mätou"" (id=ovocny-salat-s-citrusmi-a-matou), ktorý zostáva (dlhší postup / úplnejšie dáta)";
ovocny-salat-s-medovo-limetkovym-dresingom;Ovocný šalát s medovo-limetkovým dresingom;Šalát;VYHODIT;"Duplicita: identický postup aj sada ingrediencií ako ""Ovocný šalát s citrusmi a mätou"" (id=ovocny-salat-s-citrusmi-a-matou), ktorý zostáva (dlhší postup / úplnejšie dáta)";
ovocny-spiz;Ovocný špíz;Snack;VYHODIT;43 % ingrediencií (3/7) bez množstva – plánovač neurčí výživu ani nákup;
ovsena-kasa-s-brusnicami-a-orechmi;Ovsená kaša s brusnicami a orechmi;Raňajky;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (9 krokov / 320 znakov, 0 % ingrediencií bez množstva);
ovsena-kasa-s-hruskou-a-skoricou;Ovsená kaša s hruškou a škoricou;Raňajky;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Zmes mletého korenia', 'Rastlinné maslo';
ovsena-kasa-s-jablkom-a-skoricou;Ovsená kaša s jablkom a škoricou;Raňajky;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 594 znakov, 0 % ingrediencií bez množstva);
ovsena-kasa-s-kakaom-a-bananom;Ovsená kaša s kakaom a banánom;Raňajky;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 338 znakov, 0 % ingrediencií bez množstva);
ovsene-ranajkove-rozky;Ovsené raňajkové rožky;Pečivo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (9 krokov / 1022 znakov, 0 % ingrediencií bez množstva);
ovsene-susienky-na-ranajky;Ovsené sušienky na raňajky;Raňajky;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (4 krokov / 828 znakov, 0 % ingrediencií bez množstva);
ovsene-susienky-s-cokoladou;Ovsené sušienky s čokoládou;Dezert;VYHODIT;"Duplicita: identický postup aj sada ingrediencií ako ""Ovsené sušienky na raňajky"" (id=ovsene-susienky-na-ranajky), ktorý zostáva (dlhší postup / úplnejšie dáta)";
ovsene-susienky-slane;Ovsené sušienky slané so syrom;Pečivo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 491 znakov, 0 % ingrediencií bez množstva);
ovsenobananovy-chlebik;Ovsenobanánový chlebík;Pečivo;VYHODIT;"Duplicita: identický postup aj sada ingrediencií ako ""Cottage chlebík"" (id=cottage-chlebik), ktorý zostáva (dlhší postup / úplnejšie dáta)";
paella-ako-si-ju-robime-doma;Paella, ako si ju robíme doma;Hlavné jedlo;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Paella, ako si ju robíme doma"" + 6 surovín s výskytom najviac 2× v celej DB: 'Stehno kuracie dolné', 'Krevety tigrie mrazené', 'Guľatá ryža'";Paella (BBC Good Food)
paella-so-zeleninou-a-kuracim-masom;Paella so zeleninou a kuracím mäsom;Hlavné jedlo;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Paella so zeleninou a kuracím mäsom"" + 3 surovín s výskytom najviac 2× v celej DB: 'Ryža guľatá Lagris', 'Ochucovadlo Kurča', 'Morské plody'";Paella (BBC Good Food)
pagace-a-buchty-z-cukrovej-repy-s-makom;Pagáče a buchty z cukrovej repy s makom;Raňajky;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Cukrová repa', 'Šípkový lekvár';
pain-perdu-sladke-potesenie-na-ranajky;,,Pain perdu,, sladké potešenie na raňajky;Raňajky;VYHODIT;"Slabý postup (5 krokov, 275 znakov; medián DB je 689)";
pak-choi-so-stratenym-vajickom-a-holandskou-omackou;Pak choi so strateným vajíčkom a holandskou omáčkou;Šalát;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (6 krokov / 1355 znakov, 15 % ingrediencií bez množstva);
palacinky-s-cokoladou;Palacinky s čokoládovou omáčkou;Dezert;VYHODIT;"Duplicita: identický postup aj sada ingrediencií ako ""Bielkovinové palacinky"" (id=bielkovinove-palacinky), ktorý zostáva (dlhší postup / úplnejšie dáta)";
palacinky-s-pribinacikom;Palacinky s pribináčikom;Snack;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Palacinky s pribináčikom"" + slabý postup (3 krokov, 286 znakov; medián DB je 689)";Pancakes (BBC Good Food)
panenka-plnena-broskynami;Panenka plnená broskyňami;Hlavné jedlo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (7 krokov / 1118 znakov, 8 % ingrediencií bez množstva);
panini-kurca-pesto-mozzarella;Panini s kurčaťom a pestom;Raňajky;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Panini s kurčaťom a pestom""";Pesto alla Genovese (BBC Good Food)
panini-morcacie-avokado;Panini s morčacím mäsom a avokádom;Raňajky;VYHODIT;"Duplicita: identický postup aj sada ingrediencií ako ""Panini s kurčaťom a pestom"" (id=panini-kurca-pesto-mozzarella), ktorý zostáva (dlhší postup / úplnejšie dáta)";
paprikova-polievka;Papriková polievka;Hlavné jedlo;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Mäsitá červená paprika', 'Mäsitá žltá paprika';
paradajkova-polievka-s-bazalkou;Paradajková polievka s bazalkou;Polievka;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (5 krokov / 506 znakov, 20 % ingrediencií bez množstva);
paradajkova-polievka-so-smotanou;Paradajková polievka so smotanou;Polievka;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (10 krokov / 679 znakov, 31 % ingrediencií bez množstva);
paradajkove-pesto;Paradajkové pesto;Nátierka;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Paradajkové pesto""";Pesto alla Genovese (BBC Good Food)
paradajky-s-nakladanymi-egresmi-a-cerstvym-kravskym-syrom;Paradajky s nakladanými egrešmi a čerstvým kravským syrom;Šalát;VYHODIT;6 surovín s výskytom najviac 2× v celej DB: 'Farebné paradajky', 'Strapcové paradajky', 'Kravský čerstvý syr';
paradajky-v-octovom-naleve;Paradajky v octovom náleve;Príloha;VYHODIT;3 surovín s výskytom najviac 2× v celej DB: 'Malé paradajky', 'Cibuľky', 'Celé klinčeky';
parene-buchty;Parené buchty s lekvárom;Dezert;VYHODIT;40 % ingrediencií (6/15) bez množstva – plánovač neurčí výživu ani nákup;
parker-house-zemle;Parker House žemle;Raňajky;VYHODIT;3 surovín s výskytom najviac 2× v celej DB: 'Múka chlebová pšeničná T 650', 'Rozpustené vlažné maslo', 'Rozpustené vlažné maslo';
party-jezko;Párty ježko;Nátierka;VYHODIT;40 % ingrediencií (2/5) bez množstva – plánovač neurčí výživu ani nákup;
pazdernaky;Pazderňáky;Snack;VYHODIT;4 surovín s výskytom najviac 2× v celej DB: 'Zemiaky varené v šupke', 'Mlieko vlažné do kvásku', 'Mleté oškvarky';
pecena-cvikla-s-tymianom;Pečená cvikla s tymianom;Príloha;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 682 znakov, 14 % ingrediencií bez množstva);
pecena-krkovicka-nebicko-v-papulke;Pečená krkovička - nebíčko v papuľke;Hlavné jedlo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (5 krokov / 461 znakov, 12 % ingrediencií bez množstva);
pecena-zelenina-s-balzamikovym-octom;Pečená zelenina s balzamikovým octom;Príloha;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Reďkovka biela', 'Hlávková červená kapusta';
pecene-bataty;Pečené batáty;Príloha;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 634 znakov, 10 % ingrediencií bez množstva);
pecene-bravcove-kare-na-oregane;Pečené bravčové karé na oregane;Hlavné jedlo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (6 krokov / 1345 znakov, 30 % ingrediencií bez množstva);
pecene-bravcove-kare-plnene-bryndzou-a-olivami;Pečené bravčové karé plnené bryndzou a olivami;Hlavné jedlo;PONECHAT;"Slovenské/domáce jedlo bez medzinárodnej predlohy; postup 4 krokov / 690 znakov";
pecene-bravcove-pliecko-s-vonavou-krustou;Pečené bravčové pliecko s voňavou krustou;Hlavné jedlo;VYHODIT;36 % ingrediencií (4/11) bez množstva – plánovač neurčí výživu ani nákup;
pecene-kuracie-stehna-na-zelenine;Pečené kuracie stehná na zelenine;Hlavné jedlo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (5 krokov / 388 znakov, 29 % ingrediencií bez množstva);
pecene-sladko-kysle-pikantne-kridelka;Pečené sladko-kyslé pikantné krídelká;Hlavné jedlo;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Krídelká kuracie', 'Omáčka chilli';
pecene-vajcia-klobaska-sunka-a-hrasok;Pečené vajcia, klobáska, šunka a hrášok;Raňajky;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 602 znakov, 25 % ingrediencií bez množstva);
pecene-vajecne-hniezda;Pečené vaječné hniezda;Raňajky;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (7 krokov / 554 znakov, 33 % ingrediencií bez množstva);
pecenova-pasteta-leniva;Pečeňová paštéta (lenivá);Raňajky;VYHODIT;38 % ingrediencií (3/8) bez množstva – plánovač neurčí výživu ani nákup;
pecenova-pasteta-s-hruskami;Pečeňová paštéta s hruškami;Raňajky;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (5 krokov / 690 znakov, 0 % ingrediencií bez množstva);
pecenovy-krem-so-gelee-a-tymianom-eat-smarter;Pečeňový krém so gelee a tymianom - eat smarter;Nátierka;VYHODIT;4 surovín s výskytom najviac 2× v celej DB: 'Hydinová pečeň', 'Jablkový priezračný džús', 'Jablkový priezračný džús';
peceny-bocik-s-tvarohovou-knedlou;Pečený bôčik s tvarohovou knedľou;Hlavné jedlo;PONECHAT;"Slovenské/domáce jedlo bez medzinárodnej predlohy; postup 3 krokov / 767 znakov";
pecivo-bageta;Bageta (príloha);Pečivo;VYHODIT;"Duplicita: identický postup aj sada ingrediencií ako ""Bageta s oštiepkom a paradajkami"" (id=bageta-ostiepok), ktorý zostáva (dlhší postup / úplnejšie dáta)";
pecivo-celozrnny;Celozrnný chlieb;Pečivo;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Muka celozrnna', 'Ľanové semiačka';
pecivo-toast;Toastový chlieb;Pečivo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (5 krokov / 1463 znakov, 17 % ingrediencií bez množstva);
pekelne-placky;Pekelné placky;Hlavné jedlo;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Sterlizovaná kápia', 'Sterilizovaný chren';
penne-ala-co-dom-dal;Penne alá čo dom dal...;Cestoviny;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 317 znakov, 0 % ingrediencií bez množstva);
penne-alla-vodka;Penne alla vodka;Cestoviny;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (7 krokov / 562 znakov, 25 % ingrediencií bez množstva);
penne-con-gorgonzola;Penne con Gorgonzola;Cestoviny;VYHODIT;"36 % ingrediencií (4/11) bez množstva – plánovač neurčí výživu ani nákup; 4 surovín s výskytom najviac 2× v celej DB: 'Penne Rigate', 'Nastrúhaný parmezán', 'Mozzarela'";
penne-s-bazalkovym-pestom;Penne s bazalkovým pestom;Cestoviny;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Penne s bazalkovým pestom"" + slabý postup (3 krokov, 231 znakov; medián DB je 689); 40 % ingrediencií (2/5) bez množstva – plánovač neurčí výživu ani nákup";Pesto alla Genovese (BBC Good Food)
perfektna-domaca-nutella;Perfektná domáca Nutella;Nátierka;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (8 krokov / 809 znakov, 20 % ingrediencií bez množstva);
peri-peri-chicken;Peri-Peri Chicken;Hlavné jedlo;VYHODIT;"Duplicita: identický postup aj sada ingrediencií ako ""Cornell Chicken"" (id=cornell-chicken), ktorý zostáva (dlhší postup / úplnejšie dáta)";
perkelt-z-vykostenej-kraliciny;Perkelt z vykostenej králičiny;Hlavné jedlo;VYHODIT;3 surovín s výskytom najviac 2× v celej DB: 'Mäso králičie bez kostí', 'Ďumbier', 'Vývar z kosti králika';
pestre-pruzky;Pestré prúžky;Príloha;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 516 znakov, 30 % ingrediencií bez množstva);
pestry-ovocny-salat-s-avokadovo-acidkovym-dipom;Pestrý ovocný šalát s avokádovo-acidkovým dipom;Raňajky;VYHODIT;5 surovín s výskytom najviac 2× v celej DB: 'Marhuľa väčšia', 'Žltý melón', 'Oranžový melón';
pikantna-natierka-z-kyslych-ryb;Pikantná nátierka z kyslých rýb;Nátierka;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Kyslé ryby', 'Moravanka';
pikantne-fasirky-v-kabatiku-z-udenej-slaniny;Pikantné fašírky v kabátiku z údenej slaniny;Hlavné jedlo;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Pliecko bravčove mleté', 'Údená mäsitá slanina';
pikantne-hovadzie-zadne-na-cabernet-sauvignon;Pikantné hovädzie zadné na Cabernet sauvignon;Hlavné jedlo;VYHODIT;3 surovín s výskytom najviac 2× v celej DB: 'Feferóny', 'Cabernet sauvignon', 'Vývar hovädzí domáci';
pikantne-morcacie-prsia-na-mede;Pikantné morčacie prsia na mede;Hlavné jedlo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (6 krokov / 1057 znakov, 25 % ingrediencií bez množstva);
pikantny-mangold-s-cukinou-a-chorizom;Pikantný mangold s cukinou a chorizom;Raňajky;VYHODIT;5 surovín s výskytom najviac 2× v celej DB: 'Klobása chorizo', 'Paprička jalapeňos', 'Olej olivový panenský extra';
ping-pong;Ping-pong;Cestoviny;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Čínske rezance', 'Cibuľová vňať';
pirohy-s-bryndzou-udenym-masom-a-viedenskou-cibulkou;Pirohy s bryndzou, údeným mäsom a viedenskou cibuľkou;Hlavné jedlo;PONECHAT;"Slovenské/domáce jedlo bez medzinárodnej predlohy; postup 3 krokov / 624 znakov";
pita-chlieb;Pita chlieb;Pečivo;VYHODIT;44 % ingrediencií (4/9) bez množstva – plánovač neurčí výživu ani nákup;
pizza-cesto-domace;Domáce pizza cesto;Pečivo;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Domáce pizza cesto""";Pizza Margherita (BBC Good Food)
pizza-hawai;Pizza Hawai;Hlavné jedlo;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Pizza Hawai""";Pizza Margherita (BBC Good Food)
pizza-margherita;Pizza Margherita;Hlavné jedlo;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Pizza Margherita"" + 2 surovín s výskytom najviac 2× v celej DB: 'Múka na pizzu', 'Paradajkový podklad'";Pizza Margherita (BBC Good Food)
pizza-quattro-formaggi;Pizza quattro formaggi;Hlavné jedlo;VYHODIT;"Duplicita: identický postup aj sada ingrediencií ako ""Cestoviny quattro formaggi"" (id=cestoviny-quattro-formaggi), ktorý zostáva (dlhší postup / úplnejšie dáta)";
pizza-rezne;Pizza rezne;Hlavné jedlo;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Pizza rezne""";Pizza Margherita (BBC Good Food)
pizza-sunkova-prosciutto;Pizza s prosciuttom a rukolou;Hlavné jedlo;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Pizza s prosciuttom a rukolou""";Pizza Margherita (BBC Good Food)
pizza-tuniakova;Pizza s tuniakom a cibuľou;Hlavné jedlo;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Pizza s tuniakom a cibuľou"" + 43 % ingrediencií (3/7) bez množstva – plánovač neurčí výživu ani nákup";Pizza Margherita (BBC Good Food)
pizza-vegetariana;Pizza vegetariana;Hlavné jedlo;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Pizza vegetariana"" + 2 surovín s výskytom najviac 2× v celej DB: 'Korenie na guláš', 'Worčestrová omáčka'";Pizza Margherita (BBC Good Food)
pizzove-placky;Pizzové placky;Snack;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 460 znakov, 20 % ingrediencií bez množstva);
plavnicka-rolada;Plavnická roláda;Hlavné jedlo;VYHODIT;40 % ingrediencií (4/10) bez množstva – plánovač neurčí výživu ani nákup;
pletenec-s-jahodovo-tvarohovou-plnkou;Pletenec s jahodovo-tvarohovou plnkou;Raňajky;VYHODIT;3 surovín s výskytom najviac 2× v celej DB: 'Mäkké maslo', 'Žĺtko', 'Žĺtko';
plnena-paprika;Plnená paprika;Hlavné jedlo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 639 znakov, 14 % ingrediencií bez množstva);
plnena-sunka;Plnená šunka;Snack;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (4 krokov / 1480 znakov, 0 % ingrediencií bez množstva);
plnene-bedle;Plnené bedle;Snack;VYHODIT;3 surovín s výskytom najviac 2× v celej DB: 'Bedle', 'Plesňový syr', 'Maslo Ghee';
plnene-bravcove-kare-s-kostou;Plnené bravčové karé s kosťou;Hlavné jedlo;VYHODIT;"36 % ingrediencií (5/14) bez množstva – plánovač neurčí výživu ani nákup; 4 surovín s výskytom najviac 2× v celej DB: 'Bravčové karé s kosťou', 'Prerastená slanina', 'Zmes korenia na pečené mäso'";
plnene-cesnakovo-syrove-buchticky;Plnené cesnakovo syrové buchtičky;Pečivo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (10 krokov / 1552 znakov, 10 % ingrediencií bez množstva);
plnene-kuracie-prsia;Plnené kuracie prsia;Hlavné jedlo;VYHODIT;3 surovín s výskytom najviac 2× v celej DB: 'Korenie štyroch farieb čerstvo pomlete', 'Cibuľka mladá s vňaťou', 'Syr eidam jemne nastrúhaný';
plnene-morcacie-prsia-so-slimakovou-klobasou;Plnené morčacie prsia so slimákovou klobásou;Hlavné jedlo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (13 krokov / 1184 znakov, 31 % ingrediencií bez množstva);
plnene-papriky;Plnené papriky v paradajkovej omáčke;Hlavné jedlo;VYHODIT;3 surovín s výskytom najviac 2× v celej DB: 'Dusená ryža', 'Múka hladká na zásmažku', 'Smotana sladká 30%';
plnene-vajicka;Plnené vajíčka;Snack;VYHODIT;"Slabý postup (3 krokov, 196 znakov; medián DB je 689)";
plnene-zapekane-zemle-so-sunkou-vajcom-a-syrom;Plnené zapekané žemle so šunkou, vajcom a syrom;Raňajky;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (6 krokov / 562 znakov, 0 % ingrediencií bez množstva);
plneny-hovadzi-mesec-na-sampinonoch;Plnený hovädzí mešec na šampiňónoch;Hlavné jedlo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (20 krokov / 1809 znakov, 20 % ingrediencií bez množstva);
plundrove-cesto-maslove;Pľundrové cesto - maslové;Raňajky;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Obyčajné maslo', 'Ľubovoľná';
pochutka-z-cvikly-na-ranajky-veceru-i-pre-navstevu;Pochúťka z cvikly na raňajky, večeru i pre návštevu;Šalát;VYHODIT;"Názov nie je jedlo (marketingové slovo namiesto jedla): ""Pochúťka z cvikly na raňajky, večeru i pre návštevu""";
pogaca-kukuricne-tasticky;Poğaça - kukuričné taštičky;Snack;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (14 krokov / 2215 znakov, 8 % ingrediencií bez množstva);
